report_date,open_interest,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,nonrept_positions_long_all,nonrept_positions_short_all
2022-09-27,15368,3458,8115,1222,5906,1151,658,105,2563,61,1094,901
2022-09-20,14893,3353,7390,1328,5754,1431,597,108,2498,114,1137,908
2022-09-13,14008,3365,7180,1292,5885,1394,490,100,2158,174,974,777
2022-09-06,16256,4441,8243,1397,5728,1899,555,200,2115,178,986,1002
2022-08-30,15263,3808,8019,1205,6100,1410,548,173,2049,207,1018,979
2022-08-23,14319,2639,7521,1602,6601,1144,408,59,1965,19,1163,927
2022-08-16,13327,1602,6335,1636,7259,983,285,113,1816,20,1226,867
2022-08-09,13319,1905,6575,1620,7309,935,312,106,1936,15,1053,749
2022-08-02,13617,2295,7277,888,7234,957,388,94,2152,45,1100,765
2022-07-26,16105,2251,7020,1593,6769,1138,1179,126,2244,706,1196,949
2022-07-19,15520,2904,8479,1600,6344,1211,395,132,2175,88,1404,823
2022-07-12,14623,2280,7306,1574,6312,1369,583,137,2125,90,1281,909
2022-07-05,14152,2228,7610,1044,6097,961,524,96,2016,163,1100,1047
2022-06-28,14599,2402,7676,1654,6718,1088,154,153,2017,222,918,1046
2022-06-21,15168,1634,7702,1953,7074,1012,107,62,2027,107,1110,1159
2022-06-14,13459,1268,6860,1404,6744,1060,72,253,1932,10,1052,1175
2022-06-07,11593,1138,6353,881,5966,856,38,215,1841,0,1123,1054
2022-05-31,11466,1176,6655,888,5659,572,125,209,1702,90,1093,959
2022-05-24,12862,1977,7502,1354,5748,566,116,191,1349,24,1151,1162
2022-05-17,12664,1257,7914,1303,6016,641,84,192,1076,37,1152,1067
2022-05-10,11631,1794,7388,975,6022,888,49,283,816,82,1046,957
2022-05-03,10438,1417,6943,711,6022,658,9,353,728,138,906,845
2022-04-26,11188,1622,6907,1016,6365,523,5,364,878,58,974,954
2022-04-19,11608,1234,6385,1355,6339,570,54,377,1129,122,1190,802
2022-04-12,11009,1293,6747,875,6304,807,31,406,1133,125,1084,805
2022-04-05,11633,1466,6740,629,6756,635,3,345,1398,31,1343,690
2022-03-29,12258,1803,7221,399,6881,614,18,354,1193,100,1336,637
2022-03-22,11587,1180,6926,995,6390,816,12,300,356,9,1293,801
2022-03-15,10551,921,6530,1023,6069,902,6,281,328,54,1063,800
2022-03-08,9931,844,6194,713,6028,925,10,299,355,63,980,834
2022-03-01,10210,990,6287,576,5923,843,7,306,294,67,1218,790
2022-02-22,11497,1289,7163,783,6139,821,11,335,317,0,1377,869
2022-02-15,11007,1084,6380,779,6178,718,27,355,353,70,1404,965
2022-02-08,10218,1046,6358,413,5904,655,50,362,280,58,1510,990
2022-02-01,10342,1117,6647,524,5660,703,112,385,228,0,1266,899
2022-01-25,12584,1349,7546,1503,5717,1004,116,300,288,40,1513,1041
2022-01-18,12020,1355,7313,1620,5590,1043,16,414,244,58,1439,883
2022-01-11,11334,1255,7068,1388,5568,968,20,404,264,37,1479,915
2022-01-04,10909,1332,6806,935,5697,900,14,463,401,38,1523,823
2021-12-28,12904,2362,8116,1433,5687,859,12,459,540,251,1656,876
2021-12-21,13269,1817,7581,1768,5747,751,59,431,573,44,1807,959
2021-12-14,13945,2095,7826,1649,5890,778,69,443,870,75,1612,1091
2021-12-07,13601,1896,8113,1123,5962,718,53,479,1082,87,1713,911
2021-11-30,13417,2285,7800,793,5800,702,36,587,1336,75,1867,845
2021-11-23,14623,2379,7093,1015,5462,750,65,617,1334,107,2156,2709
2021-11-16,13879,2160,8179,1373,5218,779,13,629,1176,146,2066,931
2021-11-09,14010,2591,8693,1210,5027,750,31,586,1422,196,2120,868
2021-11-02,13696,2926,8663,955,4862,691,38,554,1429,203,1988,788
2021-10-26,16938,3149,9406,2583,1834,514,234,530,1485,141,4874,1066
2021-10-19,13872,2057,8302,1612,859,354,13,490,1264,133,3940,1362
2021-10-12,11089,2133,6864,1396,720,320,11,485,1010,153,1806,944
2021-10-05,9037,1703,6017,939,523,399,12,503,533,78,1803,846
2021-09-28,7234,1304,4991,530,631,413,18,479,144,97,1529,827
2021-09-21,7647,1965,4987,792,591,471,32,360,145,79,1907,926
2021-09-14,6844,1762,4527,332,560,451,69,357,195,51,1869,779
2021-09-07,6854,1670,5028,279,674,378,13,302,161,44,1903,696
2021-08-31,6509,1794,4820,239,714,370,9,326,139,58,1781,625
2021-08-24,7736,2046,5317,700,695,311,9,252,110,32,2001,876
2021-08-17,7552,2318,5563,294,674,311,9,288,52,92,1926,888
2021-08-10,6954,2024,5142,271,633,275,0,281,51,69,1840,830
2021-08-03,6559,1991,4800,280,656,234,0,232,74,140,1645,818
2021-07-27,8079,2857,4905,1335,494,165,13,195,105,104,1774,823
2021-07-20,8642,3813,5815,623,579,602,0,341,120,48,1635,942
2021-07-13,7418,2741,4997,515,559,496,0,295,102,74,1610,869
2021-07-06,7138,2445,4670,538,517,497,0,280,117,82,1671,829
2021-06-29,7004,2344,4380,508,554,613,0,248,120,49,1675,857
2021-06-22,8344,2624,4946,716,430,739,0,255,145,81,2022,982
2021-06-15,7823,2610,5093,658,521,629,5,227,153,50,1961,803
2021-06-08,7948,2536,4982,576,406,739,41,235,181,40,2002,895
2021-06-01,7602,2081,4957,524,424,619,31,228,145,80,2007,841
2021-05-25,9376,2231,5770,821,465,651,60,381,132,65,2231,937
2021-05-18,9522,3279,6136,644,393,1085,0,572,96,69,1936,927
2021-05-11,8469,2319,5419,502,383,910,112,516,113,131,2237,876
2021-05-04,8528,2552,5519,456,370,994,20,500,93,151,2366,919
2021-04-27,8663,1983,5460,470,369,869,20,489,41,305,2766,1086
2021-04-20,9028,2612,6703,454,372,554,0,516,87,70,2723,776
2021-04-13,9890,2961,7636,508,366,340,136,556,311,0,2884,753
2021-04-06,10047,2466,7485,646,355,519,115,501,264,31,2794,790
2021-03-30,9504,2313,7145,535,354,534,105,493,243,27,2645,713
2021-03-23,10491,2498,7105,1220,358,463,120,502,132,181,2901,856
2021-03-16,9951,2024,6695,1418,357,516,55,468,203,63,3135,785
2021-03-09,9342,1967,6085,1208,331,619,15,395,164,41,2722,937
2021-03-02,8590,1667,5506,1090,323,643,0,376,137,42,2547,883
2021-02-23,11394,2446,7503,1481,314,551,0,332,464,62,3001,981
2021-02-16,12216,3142,8644,1466,338,339,9,368,564,61,3635,844
2021-02-09,11853,2997,8383,1461,348,265,26,387,564,89,3576,855
2021-02-02,10134,2901,7149,1116,308,357,20,422,446,97,3204,730
2021-01-26,11742,3501,7943,1355,308,225,13,428,605,42,3309,844
2021-01-19,13055,3874,9135,1242,639,123,10,413,709,0,3682,858
2021-01-12,13024,3988,9532,1131,733,0,5,324,754,0,3829,758
2021-01-05,12255,3508,9069,951,793,32,3,436,663,0,3491,886
2020-12-29,11370,3662,8503,661,620,32,8,504,628,0,3281,790
2020-12-21,14367,4168,10223,1842,573,30,10,525,618,0,4010,767
2020-12-15,12632,4088,8904,1538,492,26,14,437,618,0,3252,712
2020-12-08,12817,4474,9515,1264,544,11,19,316,643,0,3498,585
2020-12-01,12856,4640,9548,1090,626,0,0,28,643,0,3410,526
2020-11-24,13972,5639,10099,1608,668,0,0,0,643,0,3223,900
2020-11-17,13080,5467,8295,1404,845,4,26,0,732,0,3204,795
2020-11-10,12579,5236,8033,1135,832,7,33,0,732,0,2883,639
2020-11-03,12314,4474,8120,930,800,0,0,0,661,0,3441,463
2020-10-27,14645,5888,9501,1662,770,0,0,0,285,0,3611,516
2020-10-20,12019,4671,7901,1196,874,0,0,0,0,0,3121,413
2020-10-13,10349,3534,6395,1151,702,0,0,0,0,0,3002,525
2020-10-06,8233,2135,4858,808,703,64,49,0,0,0,2729,521
2020-09-29,8028,1972,4711,947,525,28,49,0,0,0,2689,576
2020-09-22,9324,2295,4533,1644,285,12,45,0,0,0,3067,649
2020-09-15,10462,2844,5346,1266,717,12,70,0,0,0,3478,663
2020-09-08,8942,2817,4767,986,256,35,108,0,229,0,2781,550
2020-09-01,11300,4421,6992,747,745,182,82,0,540,0,2871,471
2020-08-25,12444,4840,6160,1255,296,1,24,0,580,0,3262,1254
2020-08-18,15501,5981,8839,1091,296,585,214,0,580,0,3960,570
2020-08-11,13969,6616,7958,994,206,495,156,0,580,0,3482,511
2020-08-04,13460,6423,7848,859,451,584,15,0,580,0,3557,458
2020-07-28,14459,5965,7957,1472,646,684,20,0,580,2,3766,624
