report_date,open_interest,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,nonrept_positions_long_all,nonrept_positions_short_all
2018-12-18,557285,24203,113950,45937,300669,181965,23780,42905,98354,11909,86683,61841
2018-12-11,664537,27931,125834,46444,298189,170329,24699,39042,96454,93864,114571,86851
2018-12-04,614890,27859,130924,60612,295577,167628,26712,40689,95937,41926,98637,69814
2018-11-27,604473,24862,138673,52058,298722,160764,25946,35819,95490,43917,98983,66884
2018-11-20,598856,32541,137102,48458,297487,159944,26774,37548,93888,37965,92745,69051
2018-11-13,590543,37627,130664,47028,302319,158793,25669,41516,104856,24917,86170,72540
2018-11-06,590939,26200,128945,50592,290681,156326,26974,34831,97521,34231,95645,69025
2018-10-30,592036,36770,124977,54233,279566,152931,28270,36503,98807,32244,91074,70428
2018-10-23,560984,29517,118962,45876,282561,148544,25294,30202,99269,29693,85773,66297
2018-10-16,532383,25959,110312,42169,280817,142083,26211,25399,102722,21336,83405,65868
2018-10-09,553282,33494,117678,44745,275364,142343,28109,25819,105672,25573,87945,65461
2018-10-02,555517,37190,116519,49069,274539,131849,30245,24485,116340,24386,83467,66846
2018-09-25,544300,30857,117892,44178,276252,127563,31834,22093,124366,19714,91936,61320
2018-09-18,525299,33133,108519,38359,269939,129321,32072,21967,106534,18787,85509,66006
2018-09-11,612486,28794,102814,48172,266623,123512,33293,56575,142677,59790,94177,73065
2018-09-04,622348,30125,121971,61477,276732,125292,35641,55497,147115,42429,93308,72405
2018-08-28,615823,29482,131034,59008,274417,125815,34921,63668,139003,37409,91134,73151
2018-08-21,621046,40385,143208,56370,275859,128948,36065,68282,131574,29828,85426,78240
2018-08-14,627884,46368,133806,62529,273879,126527,37688,49428,136961,35652,91147,76505
2018-08-07,574969,33133,115286,43331,275264,121491,35946,50151,147023,24911,87268,71607
2018-07-31,568317,33095,100493,42865,274052,115215,37956,45769,169251,21370,88970,65366
2018-07-24,569003,33242,101643,44977,269132,114948,40087,55410,163989,21744,80760,65368
2018-07-17,560086,32389,102254,43303,265630,115126,39181,58657,156471,21556,73785,65801
2018-07-10,544672,35412,106707,41662,250487,115013,37425,59798,140597,20599,73447,68430
2018-07-03,581181,37610,97208,61477,261405,117390,37533,51727,159016,25431,76717,64811
2018-06-26,577795,33897,97042,60105,267488,118619,36243,50441,157458,25064,73625,65117
2018-06-19,575576,35528,92927,62006,263856,116316,37782,50966,160062,20439,73251,65730
2018-06-12,680977,44995,93668,57813,275773,113005,36304,92847,228448,64058,80360,70772
2018-06-05,700377,52570,93069,86866,258348,108509,41760,91593,219066,58189,78449,71549
2018-05-29,687144,60535,80385,87999,251803,102890,39744,77836,236408,44976,91084,70747
2018-05-22,626265,49238,66454,71078,262992,95606,32488,62933,238194,39622,80228,63410
2018-05-15,596415,51134,61317,56837,261717,91104,33179,56509,242682,30960,80022,63878
2018-05-08,603408,66655,61776,53585,264187,89031,32923,48973,263613,27275,83037,60428
2018-05-01,608298,59243,59345,63307,269464,79463,38063,41335,267147,28086,81328,58317
2018-04-24,562555,53179,49895,46897,262313,77976,33106,38020,263901,24235,82998,57372
2018-04-17,566606,75075,51622,39589,256767,78617,30981,37528,279820,20558,83768,55416
2018-04-10,566657,74846,54137,40410,252423,79746,29655,36229,278760,22659,82921,51138
2018-04-03,572873,67945,53435,52031,242558,81508,31158,42182,260679,27042,81361,54814
2018-03-27,591839,77755,59368,53590,244998,83798,29958,44511,272168,25291,87038,56185
2018-03-20,570580,69931,51772,51004,239310,89085,29630,43529,260624,22745,87768,52715
2018-03-13,654157,74030,43901,65437,247756,100414,26795,84651,303808,25754,104286,74427
2018-03-06,654353,69977,44821,67820,244660,104771,27201,87557,304133,35884,93640,55352
2018-02-27,666606,86808,49678,63199,241092,110419,27827,80953,301763,41996,94712,57354
2018-02-20,661807,80727,48003,61946,251282,111736,27051,80777,308661,35859,94072,53278
2018-02-13,652721,84788,45788,59731,252260,116054,25318,75959,312053,35741,89778,43071
2018-02-06,722138,100811,45020,88355,262913,119066,29406,72359,324819,41475,92899,57575
2018-01-30,728311,106706,44494,88222,262440,118127,31565,68982,333042,39386,96775,57274
2018-01-23,711510,107489,61242,77332,270108,118408,26732,64218,324340,34245,100511,56142
2018-01-16,689429,97331,65945,71797,269192,117501,27739,61009,298793,32481,100934,61708
2018-01-09,631130,98315,57218,52892,260969,110868,25896,48140,294045,26444,91097,52006
2018-01-02,632080,91042,65754,66707,239268,107555,30871,53773,257313,28799,93016,59994
2017-12-26,570775,68942,74305,55227,230176,105977,26526,48127,215027,27752,88745,52457
2017-12-19,561933,59950,67850,56647,234936,105474,25516,48645,210940,29440,82891,52491
2017-12-12,580674,63366,55963,71596,235385,105546,24840,43412,210982,33541,84508,64459
2017-12-05,600891,60493,66242,81716,237168,100160,23434,43411,212729,45954,85585,55392
2017-11-28,596614,59901,67727,80001,240067,98289,23857,41220,214492,40450,86031,55466
2017-11-21,554238,50264,55246,71028,232698,101213,21136,41521,195241,35776,79276,58921
2017-11-14,554186,65232,70902,67978,224592,96010,19656,42889,140762,30321,78347,64671
2017-11-07,528613,56282,62099,58771,221560,99558,19674,41866,130952,29559,76306,64363
2017-10-31,531966,54837,62532,63221,215955,99055,21403,39835,119985,33223,76890,67133
